"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"10233","isoComp_00013719","geneComp_00002517","ENST00000207636.9","COMT","control","knockdown","COMT","protein_coding","nonsense_mediated_decay",108.489603629127,115.776921071139,101.202286187115,2.78762790719326,7.91300255226259,-0.194087870397441,NA,7.70077670118722,1.18869229522208,14.2128611071524,1.18869229522208,0.520627497457308,3.56867843936707,NA,0.075875,0.01005,0.1417,0.13165,6.3038571341495e-05,6.3038571341495e-05,TRUE
"24626","isoComp_00013829","geneComp_00002530","ENST00000518374.5","COPS5","control","knockdown","COPS5","protein_coding","nonsense_mediated_decay",179.554170544249,122.043482431256,237.064858657242,5.38570572302638,15.4595815267543,0.957829217140258,NA,9.02044646149532,4.08629018556084,13.9546027374298,2.23039689601875,2.45863363828202,1.76938470654157,NA,0.046275,0.03275,0.0598,0.02705,0.647145764153611,2.07931538240199e-07,TRUE
"19306","isoComp_00013839","geneComp_00002532","ENST00000455113.6","COPS7A","control","knockdown","COPS7A","protein_coding","nonsense_mediated_decay",101.17911674819,99.0589490266672,103.299284469712,11.749040672709,7.68279433726767,0.0604650634452593,NA,17.744990366093,7.02992440836155,28.4600563238244,0.882751650116615,0.320973600707509,2.01581350421509,NA,0.174075,0.0709,0.27725,0.20635,6.25579077735956e-05,6.25579077735956e-05,TRUE
"526","isoComp_00013893","geneComp_00002538","ENST00000584955.5","COPZ2","control","knockdown","COPZ2","protein_coding","nonsense_mediated_decay",15.4718973993962,10.8483983736177,20.0953964251747,3.09183909466135,2.40260125304749,0.888771462905176,NA,5.43514515939556,1.20646799641365e-09,10.8702903175847,1.20646799641365e-09,0.746191358972809,10.0875011629798,NA,0.27665,0,0.5533,0.5533,0.0043993130011621,0.00321274618548647,TRUE
"19951","isoComp_00014117","geneComp_00002581","ENST00000459637.2","COX7A2","control","knockdown","COX7A2","protein_coding","nonsense_mediated_decay",530.614497012917,475.064162555169,586.164831470665,9.16675243110564,30.4642888185781,0.303178278223226,NA,53.3203010255391,6.87670992905133,99.7638921220269,3.55247023807004,3.52962617474191,3.85677553776771,NA,0.0925,0.01465,0.17035,0.1557,6.73778343659935e-22,6.73778343659935e-22,TRUE
"68586","isoComp_00014201","geneComp_00002605","ENST00000401607.6","CPNE1","control","knockdown","CPNE1","protein_coding","nonsense_mediated_decay",212.948452162154,172.355630072552,253.541274251755,24.8825915923372,9.43799944304442,0.556805396991135,NA,21.6765354908973,19.994977740926,23.3580932408687,1.08676512517307,5.57398380463001,0.224180996347662,NA,0.1045,0.11755,0.09145,-0.0261,0.770184027991057,2.34677067734621e-29,TRUE
"10421","isoComp_00014347","geneComp_00002637","ENST00000680093.1","CRAT","control","knockdown","CRAT","protein_coding","nonsense_mediated_decay",42.4764021925702,34.9560813426177,49.9967230425228,3.92984422679231,7.3731710369437,0.516165945944001,NA,6.3104711901918,1.06947936848999,11.5514630118936,0.284840505984811,1.10006614007401,3.42091639578091,NA,0.1324,0.03195,0.23285,0.2009,0.00261239554697792,0.00103158402404462,TRUE
"3011","isoComp_00015093","geneComp_00002760","ENST00000521724.5","CTNNA1","control","knockdown","CTNNA1","protein_coding","nonsense_mediated_decay",291.775116272805,255.669059944987,327.881172600622,6.9458756425346,28.712090599199,0.358883053367201,NA,107.060436601485,108.978924263651,105.141948939319,6.2613850237002,6.22313956788069,-0.0517059420941472,NA,0.373675,0.4259,0.32145,-0.10445,0.0320067775114496,0.0320067775114496,TRUE
"32110","isoComp_00016608","geneComp_00002969","ENST00000378601.7","DDB2","control","knockdown","DDB2","protein_coding","nonsense_mediated_decay",59.621812448322,35.0012903448691,84.2423345517749,9.32190553488139,4.62475627720262,1.26689642912388,NA,21.865636110892,2.22196391998493,41.509308301799,1.11388402299117,6.95995702517623,4.2173967979677,NA,0.288125,0.07745,0.4988,0.42135,0.0014247249414948,0.00113976719297575,TRUE
"25521","isoComp_00016877","geneComp_00003000","ENST00000588692.5","DDX39A","control","knockdown","DDX39A","protein_coding","nonsense_mediated_decay",391.162831198134,411.515334819616,370.810327576652,5.95809251989871,21.7797319083248,-0.150260918729872,NA,18.4677919992121,13.1676416984377,23.7679422999864,0.902505727990601,1.91877490524704,0.851531666903078,NA,0.04835,0.03205,0.06465,0.0326,0.0981698672738235,5.30651774049353e-23,TRUE
"15660","isoComp_00017041","geneComp_00003007","ENST00000595858.5","DDX49","control","knockdown","DDX49","protein_coding","nonsense_mediated_decay",182.085750582695,156.453058659086,207.718442506304,3.11044650801617,2.98666363448282,0.408876692532395,NA,16.4716500405405,1.30789661901968,31.6354034620613,1.3078966190175,5.19973287232559,4.58568685221308,NA,0.080625,0.00855,0.1527,0.14415,1.94928785444876e-05,1.33703130694459e-06,TRUE
"15665","isoComp_00017046","geneComp_00003007","ENST00000602113.5","DDX49","control","knockdown","DDX49","protein_coding","nonsense_mediated_decay",182.085750582695,156.453058659086,207.718442506304,3.11044650801617,2.98666363448282,0.408876692532395,NA,5.96276011669227,3.46159978188972,8.46392045149483,1.65261512734064,0.66946145070656,1.28742894707663,NA,0.031375,0.02195,0.0408,0.01885,0.640630745233304,1.33703130694459e-06,TRUE
"33589","isoComp_00017102","geneComp_00003014","ENST00000421223.5","DDX56","control","knockdown","DDX56","protein_coding","nonsense_mediated_decay",238.143367198525,219.215445849822,257.071288547229,3.50861344592447,6.15528428797033,0.229809344656421,NA,87.3724376968212,29.0180230464565,145.726852347186,13.0415776477866,5.50293815390984,2.32784751086121,NA,0.350525,0.13335,0.5677,0.43435,0.00021817854538991,6.17285497179941e-06,TRUE
"33592","isoComp_00017105","geneComp_00003014","ENST00000446987.5","DDX56","control","knockdown","DDX56","protein_coding","nonsense_mediated_decay",238.143367198525,219.215445849822,257.071288547229,3.50861344592447,6.15528428797033,0.229809344656421,NA,43.415298682311,49.0647358358293,37.7658615287927,3.61307582690884,1.88658400506713,-0.377515843490235,NA,0.1852,0.2236,0.1468,-0.0768,0.0820078283698869,6.17285497179941e-06,TRUE
"26440","isoComp_00017203","geneComp_00003028","ENST00000515770.2","DEK","control","knockdown","DEK","protein_coding","nonsense_mediated_decay",173.159888416414,193.490852037583,152.828924795244,15.9362484942385,2.38514194205317,-0.340327905322186,NA,30.7261837132346,6.17438632769798,55.2779810987712,1.86122014427733,3.09778183324352,3.16026354125777,NA,0.1972,0.03295,0.36145,0.3285,3.89408845835996e-18,3.89408845835996e-18,TRUE
"22194","isoComp_00017503","geneComp_00003080","ENST00000647912.1","DHCR24","control","knockdown","DHCR24","protein_coding","nonsense_mediated_decay",272.422896026059,231.359115714502,313.486676337615,2.44574255118256,40.8567870943832,0.438253848510508,NA,97.4139022079409,50.0759966256259,144.751807790256,2.10438517417515,13.0699104313265,1.53120182267608,NA,0.3403,0.2164,0.4642,0.2478,2.10212388774358e-09,7.07070109100779e-10,TRUE
"22199","isoComp_00017508","geneComp_00003080","ENST00000648728.1","DHCR24","control","knockdown","DHCR24","protein_coding","nonsense_mediated_decay",272.422896026059,231.359115714502,313.486676337615,2.44574255118256,40.8567870943832,0.438253848510508,NA,7.36927053317835,8.4676514866874,6.2708895796693,0.396987689262693,1.77129004402487,-0.432695752463507,NA,0.02885,0.0366,0.0211,-0.0155,0.55684868521389,7.07070109100779e-10,TRUE
"10389","isoComp_00017565","geneComp_00003088","ENST00000601537.5","DHPS","control","knockdown","DHPS","protein_coding","nonsense_mediated_decay",66.6349936042851,67.3517590379451,65.9182281706251,3.0831250123069,4.04873455551417,-0.031033503156091,NA,26.1118017062354,13.3408675602082,38.8827358522626,2.63949311034736,7.87278584385301,1.54256722906699,NA,0.390725,0.1967,0.58475,0.38805,0.00225924416347763,0.00166226037127612,TRUE
"46895","isoComp_00018186","geneComp_00003174","ENST00000480507.1","DMKN","control","knockdown","DMKN","protein_coding","nonsense_mediated_decay",146.5861419149,141.321858123019,151.850425706782,8.35227048376707,3.36364103051567,0.103659252147656,NA,5.0221737567531,5.65256346039658,4.39178405310963,3.4363360345794,1.63446532498557,-0.363366943678938,NA,0.03395,0.0387,0.0292,-0.0095,0.929545825715836,0.00267392442189197,TRUE
"32507","isoComp_00018231","geneComp_00003178","ENST00000447863.5","DMTF1","control","knockdown","DMTF1","protein_coding","nonsense_mediated_decay",44.6565991394862,21.5472793217098,67.7659189572626,3.93855830914676,1.39682580650724,1.6525976578975,NA,7.10488043304747,0.0126901737852994,14.1970706923096,0.0126901673623133,7.45674810606848,9.29032574677697,NA,0.1063,7e-04,0.2119,0.2112,0.0981698672738235,0.00224855464016471,TRUE
"32511","isoComp_00018235","geneComp_00003178","ENST00000579677.5","DMTF1","control","knockdown","DMTF1","protein_coding","nonsense_mediated_decay",44.6565991394862,21.5472793217098,67.7659189572626,3.93855830914676,1.39682580650724,1.6525976578975,NA,16.4847981329848,0.541904971406231,32.4276912945634,0.541904865666975,10.7738724961853,5.87710745028225,NA,0.2531,0.03075,0.47545,0.4447,0.00224855464016471,0.00224855464016471,TRUE
"52680","isoComp_00018520","geneComp_00003239","ENST00000585866.6","DNAJC7","control","knockdown","DNAJC7","protein_coding","nonsense_mediated_decay",153.837103925253,132.19585826456,175.478349585945,14.0706881386166,9.00523137547618,0.408589148789367,NA,12.3986881249028,0.744331527441913,24.0530447223637,0.744314804903915,3.59060392736045,4.99547666463818,NA,0.0724,0.0063,0.1385,0.1322,1.42051304836779e-05,5.59276604575976e-09,TRUE
"52681","isoComp_00018521","geneComp_00003239","ENST00000586335.2","DNAJC7","control","knockdown","DNAJC7","protein_coding","nonsense_mediated_decay",153.837103925253,132.19585826456,175.478349585945,14.0706881386166,9.00523137547618,0.408589148789367,NA,13.8121071023282,0.845687445025758,26.7785267596306,0.845687296722325,2.65289031054359,4.96838750887104,NA,0.079,0.0058,0.1522,0.1464,1.24326958275551e-07,5.59276604575976e-09,TRUE
"29704","isoComp_00018661","geneComp_00003259","ENST00000677013.1","DNMT1","control","knockdown","DNMT1","protein_coding","nonsense_mediated_decay",79.810525945869,71.6044218655603,88.0166300261777,2.63693123302181,13.2243595258219,0.297689887564523,NA,37.5933444690088,28.4255457460853,46.7611431919324,3.91156243596451,12.8646610815166,0.717923198577567,NA,0.458275,0.3955,0.52105,0.12555,0.00273244658692996,0.00273244658692996,TRUE
"29708","isoComp_00018665","geneComp_00003259","ENST00000677634.1","DNMT1","control","knockdown","DNMT1","protein_coding","nonsense_mediated_decay",79.810525945869,71.6044218655603,88.0166300261777,2.63693123302181,13.2243595258219,0.297689887564523,NA,17.3489866138861,24.7769228251678,9.92105040260435,2.39796105161264,3.91021336898687,-1.3195609549081,NA,0.2281,0.3477,0.1085,-0.2392,0.00497380272251541,0.00273244658692996,TRUE
"45673","isoComp_00018793","geneComp_00003284","ENST00000417871.5","DONSON","control","knockdown","DONSON","protein_coding","nonsense_mediated_decay",46.2854431765586,40.3168240672266,52.2540622858906,2.89829191553016,7.25806692944627,0.37407947319645,NA,21.8060090812394,12.3513191273143,31.2606990351645,3.52901629434008,3.22346628374313,1.33897876269606,NA,0.45775,0.31425,0.60125,0.287,0.0148368494171269,0.0148368494171269,TRUE
"55400","isoComp_00018820","geneComp_00003288","ENST00000640747.1","DPAGT1","control","knockdown","DPAGT1","protein_coding","nonsense_mediated_decay",56.4959284459765,50.6111824923474,62.3806743996057,0.747587127628048,2.76098055231702,0.301589195369485,NA,7.27421895543175,11.4712915969447,3.07714631391877,2.47921496103438,0.861724744169652,-1.89493918268629,NA,0.13815,0.22745,0.04885,-0.1786,0.105588692024916,0.00039088358273185,TRUE
"55403","isoComp_00018823","geneComp_00003288","ENST00000682326.1","DPAGT1","control","knockdown","DPAGT1","protein_coding","nonsense_mediated_decay",56.4959284459765,50.6111824923474,62.3806743996057,0.747587127628048,2.76098055231702,0.301589195369485,NA,5.09477498483278,0.00444568068364328,10.1851042889819,0.00444568054206789,2.49793762852679,9.46302263226993,NA,0.082725,1e-04,0.16535,0.16525,0.00039088358273185,0.00039088358273185,TRUE
"14242","isoComp_00019184","geneComp_00003349","ENST00000557988.5","DTWD1","control","knockdown","DTWD1","protein_coding","nonsense_mediated_decay",30.1504501800325,20.9932393732129,39.3076609868521,3.38451836064988,2.31363471785891,0.90456564319811,NA,7.14592131713446,2.71753933650325e-05,14.2918154588756,2.71535021276992e-05,2.92440610505016,10.4780673146391,NA,0.184625,0,0.36925,0.36925,0.000265027808784944,8.78580284919337e-05,TRUE
"52820","isoComp_00019208","geneComp_00003355","ENST00000400770.6","DTYMK","control","knockdown","DTYMK","protein_coding","nonsense_mediated_decay",154.980967469632,180.545671960668,129.416262978596,2.14480854467271,11.1962225102921,-0.480313345199361,NA,28.5725259523695,16.5346997737869,40.6103521309522,4.70519817074535,0.555496303687416,1.29583363395458,NA,0.20355,0.0913,0.3158,0.2245,2.46602305690852e-05,1.59676225164184e-06,TRUE
"28914","isoComp_00019621","geneComp_00003432","ENST00000555705.1","EAPP","control","knockdown","EAPP","protein_coding","nonsense_mediated_decay",31.2683262245687,8.84203467482438,53.694617774313,2.23876429511325,7.04997595688681,2.60096513568595,NA,20.5734708900155,0.554039948496881,40.592901831534,0.554039948496881,4.40309352491027,6.16964168216948,NA,0.40415,0.05,0.7583,0.7083,3.24943944605062e-06,3.24943944605062e-06,TRUE
"44724","isoComp_00020616","geneComp_00003600","ENST00000425053.5","EIF4A2","control","knockdown","EIF4A2","protein_coding","nonsense_mediated_decay",533.94984155557,162.360306498483,905.539376612656,8.28399763855653,16.878528194452,2.47950548520247,NA,307.761483335841,69.7474810893795,545.775485582302,0.824850227898892,32.1027145098424,2.96791417751058,NA,0.51635,0.43045,0.60225,0.1718,0.000233073974070833,6.53075664261319e-08,TRUE
"44725","isoComp_00020617","geneComp_00003600","ENST00000426808.5","EIF4A2","control","knockdown","EIF4A2","protein_coding","nonsense_mediated_decay",533.94984155557,162.360306498483,905.539376612656,8.28399763855653,16.878528194452,2.47950548520247,NA,50.9694968425655,1.66805017785673,100.270943507274,0.568684636376109,5.23006555197809,5.9011178083431,NA,0.060475,0.0101,0.11085,0.10075,6.53075664261319e-08,6.53075664261319e-08,TRUE
"44728","isoComp_00020620","geneComp_00003600","ENST00000443963.5","EIF4A2","control","knockdown","EIF4A2","protein_coding","nonsense_mediated_decay",533.94984155557,162.360306498483,905.539376612656,8.28399763855653,16.878528194452,2.47950548520247,NA,28.2923067830809,1.14169127740802,55.4429222887538,0.468304252544102,4.90217912193655,5.58943754573267,NA,0.034125,0.0069,0.06135,0.05445,0.00125767774248635,6.53075664261319e-08,TRUE
"16564","isoComp_00020750","geneComp_00003618","ENST00000677998.1","EIF4H","control","knockdown","EIF4H","protein_coding","nonsense_mediated_decay",344.474434973857,365.882977030031,323.065892917683,2.43277081607764,11.0293726039173,-0.179548620304558,NA,48.0469178125541,51.7162874221076,44.3775482030006,5.14045404843656,2.7790319117626,-0.220742625998508,NA,0.139325,0.14145,0.1372,-0.00425000000000003,0.996034002879624,0.000499991987750184,TRUE
"73186","isoComp_00020797","geneComp_00003626","ENST00000447927.6","EIF6","control","knockdown","EIF6","protein_coding","nonsense_mediated_decay",360.492299858824,381.755409108664,339.229190608983,10.5048744271273,1.75922543565034,-0.170383542482769,NA,38.6818650190119,22.5476893222895,54.8160407157344,2.99484076841327,2.76787292234448,1.28124199853584,NA,0.110225,0.0589,0.16155,0.10265,1.45923315267764e-05,1.45923315267764e-05,TRUE
"48565","isoComp_00021038","geneComp_00003670","ENST00000442215.6","ELP6","control","knockdown","ELP6","protein_coding","nonsense_mediated_decay",65.6880475569271,62.2460214107819,69.1300737030724,10.8872517908064,3.98841875114962,0.151308759920898,NA,6.3980755521542,2.19017342305168,10.6059776812567,1.38977701338971,1.39137224917772,2.27054809264401,NA,0.0937,0.0323,0.1551,0.1228,0.102486547478109,0.0264973324277536,TRUE
"47023","isoComp_00021068","geneComp_00003674","ENST00000599293.1","EMC10","control","knockdown","EMC10","protein_coding","nonsense_mediated_decay",95.0752391369094,84.1203711539724,106.030107119846,4.52602060552861,2.53931780002457,0.333911418627796,NA,58.4640935374591,45.1238855097704,71.8043015651478,1.11526834074519,0.445742323628686,0.67006019690558,NA,0.6082,0.5387,0.6777,0.139,0.0405991454054736,0.0405991454054736,TRUE
"77964","isoComp_00022122","geneComp_00004413","ENST00000644055.1","ENSG00000285053.1","control","knockdown",NA,"protein_coding","nonsense_mediated_decay",37.0012083431622,29.8491057028801,44.1533109834444,1.17713140012833,4.97610869629665,0.564677380392382,NA,6.00015048651711,4.131978047789e-13,12.0003009730338,1.76889822777485e-13,4.73831534134558,10.2300565894231,NA,0.143775,0,0.28755,0.28755,0.187734500998496,0.000172340220601401,TRUE
"77972","isoComp_00022130","geneComp_00004413","ENST00000646528.1","ENSG00000285053.1","control","knockdown",NA,"protein_coding","nonsense_mediated_decay",37.0012083431622,29.8491057028801,44.1533109834444,1.17713140012833,4.97610869629665,0.564677380392382,NA,6.05261418343354,1.46115925471211e-12,12.1052283668656,1.46115925471211e-12,11.6468083067001,10.2426058836804,NA,0.1238,0,0.2476,0.2476,0.89399087992608,0.000172340220601401,TRUE
"24335","isoComp_00022367","geneComp_00004541","ENST00000522766.5","ENY2","control","knockdown","ENY2","protein_coding","nonsense_mediated_decay",138.355031371478,141.898502572641,134.811560170314,1.17235565443325,9.94767305618102,-0.0739098068512725,NA,6.0547366486153,1.29553875528907,10.8139345419415,0.566168618732815,1.39066460909195,3.05150782950184,NA,0.045275,0.00915,0.0814,0.07225,0.0171800845246216,4.30016010256932e-05,TRUE
"32321","isoComp_00022707","geneComp_00004598","ENST00000651002.1","ERCC5","control","knockdown","ERCC5","protein_coding","nonsense_mediated_decay",29.8743867505988,16.9277300542276,42.8210434469699,1.41468756530164,1.81109534845689,1.33841628270281,NA,8.3379351055233,5.75454610181446,10.9213241092321,0.283976245688613,6.20346730613918,0.92318924477494,NA,0.29655,0.34375,0.24935,-0.0944,0.445818156139879,0.00513054838971206,TRUE
"15776","isoComp_00023058","geneComp_00004657","ENST00000594342.5","ETHE1","control","knockdown","ETHE1","protein_coding","nonsense_mediated_decay",124.994164310015,64.0576586817981,185.930669938233,2.42713513782761,4.17741044274452,1.5371741846888,NA,69.6519413325057,6.4274397396101,132.876442925401,0.337757056098723,6.04524212447961,4.36756309586492,NA,0.4073,0.1003,0.7143,0.614,1.09425057703109e-23,1.09425057703109e-23,TRUE
"7820","isoComp_00023167","geneComp_00004676","ENST00000492815.5","EXD2","control","knockdown","EXD2","protein_coding","nonsense_mediated_decay",21.2906706419287,14.367364492376,28.2139767914815,3.36191385952416,3.28321995802954,0.973122039389527,NA,6.11173420901722,0.0066717836883322,12.2167966343461,0.00383208271212457,0.484437586921104,9.51842229413853,NA,0.2208,6e-04,0.441,0.4404,0.0158764507598755,0.0137742526373722,TRUE
"5841","isoComp_00023903","geneComp_00004834","ENST00000621967.4","FAM3A","control","knockdown","FAM3A","protein_coding","nonsense_mediated_decay",81.2359926191121,68.100525414219,94.3714598240052,0.600428199394209,3.49483007626113,0.470625724835445,NA,10.6000899268973,3.73412562988901,17.4660542239055,2.44789970324275,1.36463216367214,2.22267873838828,NA,0.119975,0.05515,0.1848,0.12965,0.0341308032653206,6.58140876307202e-05,TRUE
"11328","isoComp_00024609","geneComp_00004970","ENST00000425028.5","FBXO7","control","knockdown","FBXO7","protein_coding","nonsense_mediated_decay",135.871242541677,117.962941530292,153.779543553062,3.83071213993499,3.0429591089739,0.382501416423325,NA,16.2697889803372,5.15636541295112,27.3832125477233,2.51379004861881,6.57754212687635,2.40659687562559,NA,0.1102,0.0431,0.1773,0.1342,0.0347347320568329,5.31947090512051e-05,TRUE
"45615","isoComp_00024645","geneComp_00004979","ENST00000487794.5","FBXW5","control","knockdown","FBXW5","protein_coding","nonsense_mediated_decay",164.858974747215,93.1441663535614,236.573783140869,4.36686458188965,4.15479201610798,1.3446589853944,NA,9.51744683061177,1.6743026493657,17.3605910118578,0.736302575902338,0.874285499296382,3.36642353858117,NA,0.045575,0.01765,0.0735,0.05585,0.0562112925710416,0.000357306685040592,TRUE
"46947","isoComp_00024788","geneComp_00005001","ENST00000577509.5","FDXR","control","knockdown","FDXR","protein_coding","nonsense_mediated_decay",74.2979927308619,37.905937845462,110.690047616262,2.44738114166158,2.92484065876001,1.54577952934433,NA,20.7310327458161,0.0338038247607734,41.4282616668715,0.0337774560233726,2.27995797316199,9.88569092274103,NA,0.187425,0.00085,0.374,0.37315,3.39077031437821e-09,5.31601734515444e-17,TRUE
"54560","isoComp_00024852","geneComp_00005014","ENST00000451623.5","FEZ2","control","knockdown","FEZ2","protein_coding","nonsense_mediated_decay",61.2384380313912,61.3025286067309,61.1743474560516,4.07418531590111,1.5546536087629,-0.00301928316639426,NA,8.24124933265889,4.92283733964481,11.559661325673,0.239267464789153,0.18182921274093,1.2298570132488,NA,0.13495,0.0809,0.189,0.1081,0.210818274808192,0.00254942543883828,TRUE
"55557","isoComp_00025023","geneComp_00005051","ENST00000533037.5","FIBP","control","knockdown","FIBP","protein_coding","nonsense_mediated_decay",122.125550164076,133.400711751119,110.850388577033,10.4038431848118,3.8893995819003,-0.267130537835079,NA,9.77397308152617,1.66103500170532,17.886911161347,0.552955104711557,1.25620231580375,3.42089675567352,NA,0.087075,0.0122,0.16195,0.14975,2.44409097622229e-06,2.44409097622229e-06,TRUE
"30916","isoComp_00025324","geneComp_00005089","ENST00000580805.5","FLOT2","control","knockdown","FLOT2","protein_coding","nonsense_mediated_decay",107.897243268635,79.7052249978193,136.08926153945,3.40076727671295,9.02282348508253,0.771732039593461,NA,19.9393355094339,2.02894311855179,37.849727900316,1.87843562246781,4.19790885969677,4.21477060893968,NA,0.1519,0.0265,0.2773,0.2508,9.67152168325618e-08,3.48611526200926e-09,TRUE
"18439","isoComp_00025589","geneComp_00005164","ENST00000685601.1","FOXRED1","control","knockdown","FOXRED1","protein_coding","nonsense_mediated_decay",66.8879903690508,71.6345612003945,62.141419537707,11.4714310741376,7.02132522606279,-0.205069845616492,NA,8.86529086249536,8.56325571712136,9.16732600786937,2.13559671242875,5.82102551629223,0.0982306819059243,NA,0.133125,0.12755,0.1387,0.01115,0.933283694226377,0.00377266036576401,TRUE
"18443","isoComp_00025593","geneComp_00005164","ENST00000686888.1","FOXRED1","control","knockdown","FOXRED1","protein_coding","nonsense_mediated_decay",66.8879903690508,71.6345612003945,62.141419537707,11.4714310741376,7.02132522606279,-0.205069845616492,NA,10.9679973207953,17.7556690333583,4.18032560823237,0.748996059632928,2.1036297415522,-2.08395776216184,NA,0.1602,0.2561,0.0643,-0.1918,0.0806201387390486,0.00377266036576401,TRUE
"46199","isoComp_00026022","geneComp_00005262","ENST00000696427.1","G6PD","control","knockdown","G6PD","protein_coding","nonsense_mediated_decay",123.620983731889,147.004240199804,100.237727263975,15.1427324575466,7.75266159149172,-0.55238637577519,NA,5.1781962739416,8.64353288145133,1.71285966643186,4.38881662387126,0.880385489036892,-2.32848405277238,NA,0.036425,0.05635,0.0165,-0.03985,0.55495393807994,0.00126221269637317,TRUE
"46200","isoComp_00026023","geneComp_00005262","ENST00000696428.1","G6PD","control","knockdown","G6PD","protein_coding","nonsense_mediated_decay",123.620983731889,147.004240199804,100.237727263975,15.1427324575466,7.75266159149172,-0.55238637577519,NA,28.3182191974666,21.8795328013364,34.7569055935967,2.22367235942184,4.94131393165816,0.667473503897498,NA,0.2485,0.152,0.345,0.193,0.00126221269637317,0.00126221269637317,TRUE
"35898","isoComp_00026049","geneComp_00005266","ENST00000540424.5","GABARAPL1","control","knockdown","GABARAPL1","protein_coding","nonsense_mediated_decay",312.61419778929,155.539705189869,469.688690388711,5.13187987422664,3.24227221444994,1.59435991052209,NA,116.286273407212,3.33621644900112,229.236330365424,0.627533515495865,10.6696719466367,6.0982240613151,NA,0.2548,0.02165,0.48795,0.4663,3.61426269647056e-39,3.61426269647056e-39,TRUE
"44716","isoComp_00026212","geneComp_00005299","ENST00000560119.5","GALK2","control","knockdown","GALK2","protein_coding","nonsense_mediated_decay",32.5883340475167,17.6689996822316,47.5076684128019,0.0602786696685964,0.863026595375718,1.42642740191948,NA,6.77975068678412,0,13.5595013735682,0,0.210112562298425,10.4061519929578,NA,0.1428,0,0.2856,0.2856,0.0010326756081195,0.000205924114996621,TRUE
"53183","isoComp_00026745","geneComp_00005422","ENST00000478254.5","GFM1","control","knockdown","GFM1","protein_coding","nonsense_mediated_decay",24.0629697526524,23.9280262086401,24.1979132966648,0.449731525222711,3.94971538626483,0.0161745246174951,NA,7.35152010869508,11.1329531815747,3.57008703581546,0.606194160133966,0.0757875771728549,-1.6380650697328,NA,0.309,0.4659,0.1521,-0.3138,0.0399758290150642,0.028642510117094,TRUE
"65120","isoComp_00027884","geneComp_00005612","ENST00000526341.6","GPAA1","control","knockdown","GPAA1","protein_coding","nonsense_mediated_decay",138.391816308313,106.044137428224,170.739495188402,9.19617185912735,0.245287166085987,0.687080408285464,NA,12.3652676350079,14.5393524430203,10.1911828269954,3.73304670179811,3.64382683909811,-0.512218501282842,NA,0.097375,0.1351,0.05965,-0.07545,0.196037641710734,5.54226833754901e-08,TRUE
"65145","isoComp_00027909","geneComp_00005612","ENST00000703672.1","GPAA1","control","knockdown","GPAA1","protein_coding","nonsense_mediated_decay",138.391816308313,106.044137428224,170.739495188402,9.19617185912735,0.245287166085987,0.687080408285464,NA,18.0552520766942,14.6131966124515,21.497307540937,4.73839531069583,0.283371874591477,0.556568210714558,NA,0.13435,0.14275,0.12595,-0.0168,0.989036123811419,5.54226833754901e-08,TRUE
"9354","isoComp_00028334","geneComp_00005689","ENST00000600231.5","GRAMD1A","control","knockdown","GRAMD1A","protein_coding","nonsense_mediated_decay",46.8474706553164,45.6248229558755,48.0701183547574,5.73394666410001,1.42547653733128,0.0753053130948367,NA,8.38894586728076,1.05351339742603,15.7243783371355,1.0535133643887,6.10336975765305,3.88701006647662,NA,0.17585,0.0205,0.3312,0.3107,0.0135130753060868,0.0135130753060868,TRUE
"38843","isoComp_00028984","geneComp_00005791","ENST00000312726.9","GUK1","control","knockdown","GUK1","protein_coding","nonsense_mediated_decay",271.42711521231,282.704624797006,260.149605627614,0.231391887141086,14.9214309349921,-0.119949539992549,NA,75.1466298479374,71.8279872772039,78.4652724186709,3.72086151251573,4.0714549811729,0.127491202083413,NA,0.2788,0.25405,0.30355,0.0495,0.516899172500001,0.0218238491454511,TRUE
"38849","isoComp_00028990","geneComp_00005791","ENST00000366726.5","GUK1","control","knockdown","GUK1","protein_coding","nonsense_mediated_decay",271.42711521231,282.704624797006,260.149605627614,0.231391887141086,14.9214309349921,-0.119949539992549,NA,15.3278295819138,17.5647716005909,13.0908875632367,4.55172676308116,0.537345361357359,-0.423841385093983,NA,0.056375,0.06215,0.0506,-0.01155,0.942703852695754,0.0218238491454511,TRUE
"38865","isoComp_00029006","geneComp_00005791","ENST00000485838.5","GUK1","control","knockdown","GUK1","protein_coding","nonsense_mediated_decay",271.42711521231,282.704624797006,260.149605627614,0.231391887141086,14.9214309349921,-0.119949539992549,NA,5.94757496187187,1.85898865111537,10.0361612726284,0.601343193740412,3.53347508233074,2.42631462624133,NA,0.023,0.00655,0.03945,0.0329,0.0411736969922543,0.0218238491454511,TRUE
